index,TOOL,EVENT_ID,DATE_TIME,TRANSACTION_CODE,NEW_AVAILABLE_CODE,COMMENT,Problem,Actions,Category
53,RIE03     ,0,5/26/2025 12:04,UMCOMP,D,"Problem:RF bias not setting up., PRC:Recipe, Action:Stop process and unloaded the, wafer.Manually set up the wafer and was, able run the recipe.How ever in auto, mode Bias v not coming on.Tested 5 other, recipes and all completed process w/o, any issues.Spoke with Dang and he would, look at it when he gets a chance.Mean, while tool is up to run the following, recipes.1.PMR_MIX2 2.PP3_ASH_6W_7M., 3.MPL-1024 4.N2O2_1.95ccm_115S., 5.O2PRRE5M., Problem:RF bias not setting up., PRC:Recipe, Action:Stop process and unloaded the, wafer.Manually set up the wafer and was, able run the recipe.How ever in auto, mode Bias v not coming on.Tested 5 other, recipes and all completed process w/o, any issues.Spoke with Dang and he would, look at it when he gets a chance.Mean, while tool is up to run the following, recipes.1.PMR_MIX2 2.PP3_ASH_6W_7M., 3.MPL-1024 4.N2O2_1.95ccm_115S., 5.O2PRRE5M., Problem:RF bias not setting up., PRC:Recipe, Action:Stop process and unloaded the, wafer.Manually set up the wafer and was, able run the recipe.How ever in auto, mode Bias v not coming on.Tested 5 other, recipes and all completed process w/o, any issues.Spoke with Dang and he would, look at it when he gets a chance.Mean, while tool is up to run the following, recipes.1.PMR_MIX2 2.PP3_ASH_6W_7M., 3.MPL-1024 4.N2O2_1.95ccm_115S., 5.O2PRRE5M.",RF bias not setting up; in auto mode Bias V not coming on.,"Stopped process and unloaded wafer; manually set up wafer and ran recipe successfully; tested 5 other recipes (PMR_MIX2, PP3_ASH_6W_7M, MPL-1024, N2O2_1.95ccm_115S, O2PRRE5M) and all completed without issues; informed Dang, who will inspect when available; kept tool up to run the listed recipes in the meantime.",Bias issues on RF or recipes
54,RIE03     ,0,5/27/2025 4:41,UMCOMP,D,"PROBLEM:, ALARM: RF1 RF/DC voltage is out of, compliance. Setpoint=70.0 +- 50.0,, Actual=0.2V., PRC:, Unknown, Act:, recovered wafers IP. Ran a couple dummie, with no issues.................RTP, PROBLEM:, ALARM: RF1 RF/DC voltage is out of, compliance. Setpoint=70.0 +- 50.0,, Actual=0.2V., PRC:, Unknown, Act:, recovered wafers IP. Ran a couple dummie, with no issues.................RTP, PROBLEM:, ALARM: RF1 RF/DC voltage is out of, compliance. Setpoint=70.0 +- 50.0,, Actual=0.2V., PRC:, Unknown, Act:, recovered wafers IP. Ran a couple dummie, with no issues.................RTP","ALARM: RF1 RF/DC voltage is out of compliance. Setpoint=70.0 ± 50.0, Actual=0.2V.",Recovered wafers in-process. Ran a couple dummy wafers with no issues.,RF voltage is out of compliance
55,RIE03     ,0,5/29/2025 2:23,UMCOMP,D,"Problem:, ALARM: RF1 RF/DC voltage is out of, compliance., PRC:, Unknown, Act:, Turned off, and then back on both RF, generators. Set presets manually to cent, er. Ran total of 5 dummies with no, issues. Qual if needed, Problem:, ALARM: RF1 RF/DC voltage is out of, compliance., PRC:, Unknown, Act:, Turned off, and then back on both RF, generators. Set presets manually to cent, er. Ran total of 5 dummies with no, issues. Qual if needed, Problem:, ALARM: RF1 RF/DC voltage is out of, compliance., PRC:, Unknown, Act:, Turned off, and then back on both RF, generators. Set presets manually to cent, er. Ran total of 5 dummies with no, issues. Qual if needed",ALARM: RF1 RF/DC voltage is out of compliance.,Turned off and then back on both RF generators; set presets manually to center; ran a total of 5 dummy runs with no issues; qualification if needed.,RF voltage is out of compliance
56,RIE03     ,0,6/3/2025 10:02,UMCOMP,D,"Problem:RF1 dc voltage did not set up., PRC:Tuning., Action:Tuned RF1 load cap.Ran 3 wafer, test and completed w/o issues.., Problem:RF1 dc voltage did not set up., PRC:Tuning., Action:Tuned RF1 load cap.Ran 3 wafer, test and completed w/o issues.., Problem:RF1 dc voltage did not set up., PRC:Tuning., Action:Tuned RF1 load cap.Ran 3 wafer, test and completed w/o issues..",RF1 DC voltage did not set up,"Performed PRC tuning; tuned RF1 load capacitor; ran 3 wafers, tested, and completed without issues (repeated three times)",RF voltage is out of compliance
57,RIE03     ,0,6/3/2025 19:40,UMCOMP,D,"Problem:, Alarm: RF1 RF/DC voltage is out of, compliance., PRC:, recipe, Act:, Previous shif set up pre sets., ran 5 dummies., Problem:, Alarm: RF1 RF/DC voltage is out of, compliance., PRC:, recipe, Act:, Previous shif set up pre sets., ran 5 dummies., Problem:, Alarm: RF1 RF/DC voltage is out of, compliance., PRC:, recipe, Act:, Previous shif set up pre sets., ran 5 dummies.",Alarm: RF1 RF/DC voltage is out of compliance.,Previous shift set up presets and ran 5 dummies.,RF voltage is out of compliance
58,RIE03     ,0,6/5/2025 19:30,UMCOMP,D,"it appears to be an issue with the rcp., rcp TMR-FLTR-RIE causing the same error, when ran. ran other rcp's with no issue., recommend not running this rcp until eng, has had a chance to look at it. RTP, it appears to be an issue with the rcp., rcp TMR-FLTR-RIE causing the same error, when ran. ran other rcp's with no issue., recommend not running this rcp until eng, has had a chance to look at it. RTP, it appears to be an issue with the rcp., rcp TMR-FLTR-RIE causing the same error, when ran. ran other rcp's with no issue., recommend not running this rcp until eng, has had a chance to look at it. RTP","RCP TMR-FLTR-RIE causes the same error each time it is run, while other RCPs run with no issue.",Identified that the issue appears to be with the specific RCP TMR-FLTR-RIE; ran other RCPs to confirm they work without issue; recommended not running RCP TMR-FLTR-RIE until engineering has reviewed it.,Recipe issues
59,RIE03     ,0,6/10/2025 23:46,UMCOMP,D,"Problem:,  ALARM FOR RF1 RF/DC VOLTAGE, PRC:, recipe, Act:, recoverd wafers IP. ran 3 dummies same, recipe with no issues.................., Problem:,  ALARM FOR RF1 RF/DC VOLTAGE, PRC:, recipe, Act:, recoverd wafers IP. ran 3 dummies same, recipe with no issues.................., Problem:,  ALARM FOR RF1 RF/DC VOLTAGE, PRC:, recipe, Act:, recoverd wafers IP. ran 3 dummies same, recipe with no issues..................",ALARM FOR RF1 RF/DC VOLTAGE,Recovered wafers in process. Ran 3 dummy wafers with same recipe with no issues.,RF voltage is out of compliance
60,RIE03     ,0,6/26/2025 23:42,UMCOMP,D,"Problem:, RF1 RF/DC VOLTAGE IS OUT OF COMPLIANCE., PRC:, recipe, Act:, Per maint sup, ran 3 dummies and all, O.K. Comp, Problem:, RF1 RF/DC VOLTAGE IS OUT OF COMPLIANCE., PRC:, recipe, Act:, Per maint sup, ran 3 dummies and all, O.K. Comp, Problem:, RF1 RF/DC VOLTAGE IS OUT OF COMPLIANCE., PRC:, recipe, Act:, Per maint sup, ran 3 dummies and all, O.K. Comp",RF1 RF/DC voltage is out of compliance,"Per maintenance supervisor, ran 3 dummy wafers using the recipe; all results were OK and compliant",RF voltage is out of compliance
61,RIE03     ,0,7/7/2025 3:20,UMCOMP,D,"Chamber conditioning Ccompleted. RTP, for qual., Chamber conditioning Ccompleted. RTP, for qual., Chamber conditioning Ccompleted. RTP, for qual.",,"Chamber conditioning completed for RTP qualification, repeated three times.",
62,RIE03     ,0,7/19/2025 13:47,UMCOMP,D,"Problem:, Etch rate issue., Action:, Ran chamber conditioning., Problem:, Etch rate issue., Action:, Ran chamber conditioning., Problem:, Etch rate issue., Action:, Ran chamber conditioning.",Etch rate issue.,Ran chamber conditioning.,Etch Rate issues
63,RIE03     ,0,7/19/2025 19:31,UMCOMP,D,"Test run completed. RTP., Test run completed. RTP., Test run completed. RTP.",,Test run completed. RTP.,
64,RIE03     ,0,7/20/2025 12:33,UMCOMP,D,"Problem:  Failed Qual rate., PRC: Low qual rate., Action:  Ran 6 Altic Dummies conditionin, g on Altic recipe.  RTP for Qual., Problem:  Failed Qual rate., PRC: Low qual rate., Action:  Ran 6 Altic Dummies conditionin, g on Altic recipe.  RTP for Qual., Problem:  Failed Qual rate., PRC: Low qual rate., Action:  Ran 6 Altic Dummies conditionin, g on Altic recipe.  RTP for Qual.",Failed qual rate; PRC reports low qual rate.,Ran 6 Altic dummies conditioning on Altic recipe; performed RTP for qual.,Etch Rate issues
65,RIE03     ,0,7/21/2025 11:18,UMCOMP,D,"Problem:Etch rate failing., PRC:Conditioning., Action:Ran 6 altic conditioning.Tool, ready for re-qual.., Problem:Etch rate failing., PRC:Conditioning., Action:Ran 6 altic conditioning.Tool, ready for re-qual.., Problem:Etch rate failing., PRC:Conditioning., Action:Ran 6 altic conditioning.Tool, ready for re-qual..",Etch rate failing.,Performed PRC conditioning; ran 6 altic conditioning runs; tool marked ready for re-qualification.,Etch Rate issues
66,RIE03     ,0,8/3/2025 22:07,UMCOMP,D,"Test run completed w/o any issue. RTP., Test run completed w/o any issue. RTP., Test run completed w/o any issue. RTP.",,Test run completed without any issue (RTP) multiple times.,
67,RIE03     ,0,8/5/2025 0:38,UMCOMP,D,"Problem:, ALARM:RF1 RF/DC voltage is out of compl, iance., PRC:, Unknown, Act:, Ran some dummies with no issues. RTP, Problem:, ALARM:RF1 RF/DC voltage is out of compl, iance., PRC:, Unknown, Act:, Ran some dummies with no issues. RTP, Problem:, ALARM:RF1 RF/DC voltage is out of compl, iance., PRC:, Unknown, Act:, Ran some dummies with no issues. RTP",ALARM: RF1 RF/DC voltage is out of compliance,Ran some dummies with no issues on RTP,RF voltage is out of compliance
68,RIE03     ,0,8/9/2025 5:02,UMCOMP,D,"Chamber conditioning completed. RTP for, qual., Chamber conditioning completed. RTP for, qual., Chamber conditioning completed. RTP for, qual.",,Chamber conditioning completed; RTP for qualification performed (repeated entries).,
69,RIE03     ,0,8/10/2025 8:39,UMCOMP,D,"Problem: Fail Qual., PRC: Low Etch rate, ACtion: Ran Conditioning and completed., RTP, and ready for Qual., Problem: Fail Qual., PRC: Low Etch rate, ACtion: Ran Conditioning and completed., RTP, and ready for Qual., Problem: Fail Qual., PRC: Low Etch rate, ACtion: Ran Conditioning and completed., RTP, and ready for Qual.","Fail Qual., PRC: Low Etch rate","Ran conditioning and completed, performed RTP, tool ready for Qual.",Etch Rate issues
70,RIE03     ,0,8/11/2025 8:58,UMCOMP,D,"Problem:Etch rate failed., PRC:Conditioning., Action:Conditioning completed.Ready for, qual.., Problem:Etch rate failed., PRC:Conditioning., Action:Conditioning completed.Ready for, qual.., Problem:Etch rate failed., PRC:Conditioning., Action:Conditioning completed.Ready for, qual..",Etch rate failed.,Conditioning performed (PRC: Conditioning). Conditioning completed and tool marked ready for qual.,Etch Rate issues
71,RIE03     ,0,8/12/2025 5:25,UMCOMP,D,"Problem:, etch rate issue, PRC:, Possible dirty chamber, Act:, Wet clean the etch chmaber. Ran some, conditioning. All parameters seem stable, Return to production to try qual again, Problem:, etch rate issue, PRC:, Possible dirty chamber, Act:, Wet clean the etch chmaber. Ran some, conditioning. All parameters seem stable, Return to production to try qual again, Problem:, etch rate issue, PRC:, Possible dirty chamber, Act:, Wet clean the etch chmaber. Ran some, conditioning. All parameters seem stable, Return to production to try qual again",Etch rate issue possibly due to a dirty chamber,Performed wet clean of the etch chamber; ran conditioning; verified all parameters are stable; returned tool to production to retry qualification,Etch Rate issues
72,RIE03     ,0,8/12/2025 14:56,UMCOMP,D,"Problem:Etch rate failed., PRC:RF, Action:, Null RF1 Phase/Mag to bring reflected, power from 19W to 4W., Null RF2 PHASE/MAG to bring reflected, power from 2W to 0W., Etch rate pass.,                               Dang/Ajit, Problem:Etch rate failed., PRC:RF, Action:, Null RF1 Phase/Mag to bring reflected, power from 19W to 4W., Null RF2 PHASE/MAG to bring reflected, power from 2W to 0W., Etch rate pass.,                               Dang/Ajit, Problem:Etch rate failed., PRC:RF, Action:, Null RF1 Phase/Mag to bring reflected, power from 19W to 4W., Null RF2 PHASE/MAG to bring reflected, power from 2W to 0W., Etch rate pass.,                               Dang/Ajit",Etch rate failed.,Null RF1 Phase/Mag to reduce reflected power from 19W to 4W; Null RF2 Phase/Mag to reduce reflected power from 2W to 0W; verify etch rate passes.,Etch Rate issues
73,RIE03     ,0,8/13/2025 8:34,UMCOMP,D,"Problem:Etch rate failed., PRC:Conditioning., Action:Night shift ran conditioning., As per Msup qual inspec.RTM...., Problem:Etch rate failed., PRC:Conditioning., Action:Night shift ran conditioning., As per Msup qual inspec.RTM...., Problem:Etch rate failed., PRC:Conditioning., Action:Night shift ran conditioning., As per Msup qual inspec.RTM....",Etch rate failed.,Conditioning PRC. Night shift ran conditioning as per Msup qual inspection RTM.,Etch Rate issues
74,RIE03     ,0,8/14/2025 19:40,UMCOMP,D,"Recovered power completed. RTP for qual., Recovered power completed. RTP for qual., Recovered power completed. RTP for qual.",,Recovered power completed; RTP for qualification performed (repeated),
75,RIE03     ,0,8/25/2025 18:02,UMCOMP,D,"PROBLEM: ER issue, ACTION : Per instruction, prod need to,          do their qual test., PROBLEM: ER issue, ACTION : Per instruction, prod need to,          do their qual test., PROBLEM: ER issue, ACTION : Per instruction, prod need to,          do their qual test.",ER issue,"Per instruction, prod need to do their qual test.",Etch Rate issues
76,RIE03     ,0,8/25/2025 23:47,UMCOMP,D,"Problem:, etch rate fails, PRc:, Needs conditioning, Act:, Ran 5 altic wafers to condition, Problem:, etch rate fails, PRc:, Needs conditioning, Act:, Ran 5 altic wafers to condition, Problem:, etch rate fails, PRc:, Needs conditioning, Act:, Ran 5 altic wafers to condition",etch rate fails; needs conditioning,Ran 5 altic wafers to condition,Etch Rate issues
77,RIE03     ,0,8/26/2025 14:00,UMCOMP,D,"Problem:, Alarm for RF1 RF / DC voltage is out of, compliance. Setpoint=70.0 +/-50.0, Actual=0.0V, Cause:, RF1 intermittendly cannot stike plasma., Action:, Fine tune Load/tune cap.for RF1 at 55/65, Complete 6 dummies run on N2O2-1.7-115S, recipe w/o any issue. RF1 able to strike, plasma by itself w/o the help of RF2., Back to production., Problem:, Alarm for RF1 RF / DC voltage is out of, compliance. Setpoint=70.0 +/-50.0, Actual=0.0V, Cause:, RF1 intermittendly cannot stike plasma., Action:, Fine tune Load/tune cap.for RF1 at 55/65, Complete 6 dummies run on N2O2-1.7-115S, recipe w/o any issue. RF1 able to strike, plasma by itself w/o the help of RF2., Back to production., Problem:, Alarm for RF1 RF / DC voltage is out of, compliance. Setpoint=70.0 +/-50.0, Actual=0.0V, Cause:, RF1 intermittendly cannot stike plasma., Action:, Fine tune Load/tune cap.for RF1 at 55/65, Complete 6 dummies run on N2O2-1.7-115S, recipe w/o any issue. RF1 able to strike, plasma by itself w/o the help of RF2., Back to production.","Alarm for RF1 RF / DC voltage out of compliance (Setpoint=70.0 +/-50.0, Actual=0.0V); RF1 intermittently cannot strike plasma.",Fine tuned Load/tune capacitor for RF1 to 55/65; completed 6 dummy runs on N2O2-1.7-115S recipe without issues; verified RF1 can strike plasma by itself without RF2; returned tool to production.,RF voltage is out of compliance
